Marital status,Course,Previous qualification,Mother's qualification,Father's qualification,Displaced,Educational special needs,Gender,Age at enrollment,International,Target
Single,Agronomy,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,No,No,Male,19,No,Graduate
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,43,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,49,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,18,No,Graduate
Single,Management,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,19,No,Dropout
Single,Communication Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,45,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 1st cycle,Other 11th year schooling,Yes,No,Male,19,No,Graduate
Single,Agronomy,Technological specialization course,Secondary education,Higher education - degree,No,No,Male,21,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Secondary education,Secondary education,No,No,Male,18,No,Graduate
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,18,No,Dropout
Single,Tourism,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,29,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Graduate
Single,Communication Design,Technological specialization course,Secondary education,Secondary education,No,No,Male,22,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,20,No,Dropout
Divorced,Advertising and Marketing Management,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,29,No,Dropout
Single,Advertising and Marketing Management,Secondary education,7th year old schooling,7th year old schooling,Yes,No,Male,29,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Higher education - degree,Other 11th year schooling,Yes,No,Male,19,No,Dropout
Single,Computer Science,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,18,No,Dropout
Married,Tourism,Secondary education,Higher education - bachelor's degree,Higher education - bachelor's degree,Yes,No,Male,22,No,Dropout
Single,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,34,No,Dropout
Single,Management Evening Program,Higher education - master's degree,Higher education - degree,Higher education - degree,No,No,Male,26,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,24,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Secondary education,Secondary education,Yes,No,Male,17,No,Graduate
Single,Agronomy,Technological specialization course,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,19,No,Graduate
Married,Agronomy,Secondary education,Secondary education,Higher education - degree,No,No,Male,49,No,Dropout
Single,Nursing,Secondary education,Higher education - bachelor's degree,Higher education - master's degree,No,No,Male,23,No,Dropout
Single,Computer Science,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,18,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Higher education - degree,Secondary education,Yes,No,Male,19,No,Graduate
Single,Management,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Male,18,No,Graduate
Married,Tourism,Basic education 3rd cycle,Unknown education level,Unknown education level,No,No,Male,45,No,Dropout
Single,Management Evening Program,Secondary education,Unknown education level,Unknown education level,Yes,No,Male,30,No,Dropout
Single,Management Evening Program,Technological specialization course,Secondary education,Higher education - master's degree,No,No,Male,28,No,Dropout
Single,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,40,No,Dropout
Single,Management,Basic education 3rd cycle,Basic education 2nd cycle,Basic education 3rd cycle,No,No,Male,32,No,Dropout
Single,Tourism,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,20,No,Graduate
Single,Computer Science,Secondary education,Secondary education,Higher education - degree,No,No,Male,18,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,20,No,Dropout
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,18,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,18,No,Graduate
Married,Equinculture,12th year of schooling not completed,Unknown education level,Unknown education level,No,No,Male,28,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,31,No,Dropout
Single,Nursing,Secondary education,Higher education - bachelor's degree,Basic education 3rd cycle,No,No,Male,23,No,Graduate
Single,Social Service,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,33,No,Dropout
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,22,No,Dropout
Single,Computer Science,Technological specialization course,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,20,No,Dropout
Single,Veterinary Nursing,Technological specialization course,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,20,No,Graduate
Single,Agronomy,Secondary education,Secondary education,Secondary education,No,No,Male,25,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Higher education - bachelor's degree,Secondary education,Yes,No,Male,20,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Basic education 1st cycle,Yes,No,Male,19,No,Graduate
Single,Equinculture,Basic education 3rd cycle,Unknown education level,Unknown education level,No,No,Male,31,No,Dropout
Single,Computer Science,Technological specialization course,Higher education - degree,Basic education 2nd cycle,No,No,Male,24,No,Dropout
Single,Computer Science,Technological specialization course,Basic education 3rd cycle,Higher education - degree,No,No,Male,23,No,Dropout
Married,Management Evening Program,Secondary education,Secondary education,Higher education - degree,No,No,Male,26,No,Dropout
Married,Communication Design,Higher education - bachelor's degree,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,38,No,Graduate
Single,Computer Science,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,20,No,Graduate
Single,Computer Science,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,20,No,Graduate
Single,Veterinary Nursing,Basic education 3rd cycle,Higher education - degree,Secondary education,No,No,Male,25,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,19,No,Graduate
Single,Computer Science,Secondary education,Secondary education,Basic education 2nd cycle,No,No,Male,18,No,Graduate
Single,Management Evening Program,Other 11th year schooling,Other 11th year schooling,Other 11th year schooling,No,No,Male,28,No,Dropout
Single,Tourism,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Male,20,No,Graduate
Single,Equinculture,Secondary education,Higher education - master's degree,Higher education - degree,No,No,Male,18,No,Graduate
Single,Management,Secondary education,Secondary education,Secondary education,Yes,No,Male,19,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Male,24,No,Dropout
Single,Veterinary Nursing,Secondary education,Secondary education,Higher education - degree,Yes,No,Male,21,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Higher education - degree,Basic education 1st cycle,No,No,Male,20,No,Graduate
Single,Agronomy,Technological specialization course,Basic education 3rd cycle,Secondary education,Yes,No,Male,21,No,Graduate
Married,Oral Hygiene,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Male,24,No,Graduate
Single,Management Evening Program,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,27,No,Dropout
Single,Social Service Evening Program,Secondary education,Higher education - degree,Basic education 3rd cycle,No,No,Male,39,No,Graduate
Single,Biofuel Production Technologies,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,25,No,Dropout
Single,Animation and Multimedia Design,Higher education - degree,Secondary education,Higher education - bachelor's degree,No,No,Male,18,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Higher education - bachelor's degree,No,No,Male,19,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,21,No,Graduate
Single,Management Evening Program,Higher education - degree 1st cycle,Secondary education,Higher education - degree,No,No,Male,27,No,Dropout
Single,Advertising and Marketing Management,Higher education - degree,2nd cycle general high school course,Basic education 1st cycle,Yes,No,Male,27,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,18,No,Dropout
Single,Agronomy,Technological specialization course,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,19,No,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Management,Secondary education,Higher education - master's degree,Basic education 3rd cycle,No,No,Female,23,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Secondary education,Higher education - master's degree,Yes,No,Male,20,No,Dropout
Single,Journalism and Communication,Secondary education,Higher education - bachelor's degree,Secondary education,Yes,No,Male,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Male,20,No,Graduate
Single,Journalism and Communication,Secondary education,Higher education - degree,Secondary education,Yes,No,Male,20,No,Graduate
Single,Communication Design,Technological specialization course,Secondary education,Secondary education,No,No,Male,21,No,Dropout
Single,Computer Science,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Male,20,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Secondary education,Secondary education,Yes,No,Male,20,No,Graduate
Single,Veterinary Nursing,Technological specialization course,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Computer Science,Secondary education,Secondary education,Other 11th year schooling,Yes,No,Male,19,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Male,18,No,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Dropout
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,21,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,18,Yes,Dropout
Single,Nursing,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Social Service Evening Program,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Female,23,No,Dropout
Single,Management,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Female,21,No,Graduate
Single,Social Service Evening Program,Secondary education,Unknown education level,Unknown education level,Yes,No,Female,26,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Higher education - degree,Basic education 1st cycle,Yes,No,Female,18,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,20,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Female,19,No,Dropout
Single,Tourism,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,33,No,Graduate
Single,Veterinary Nursing,Secondary education,Higher education - degree,Basic education 2nd cycle,No,No,Female,18,No,Graduate
Single,Nursing,Frequency of higher education,Basic education 1st cycle,Secondary education,No,No,Female,21,No,Graduate
Single,Journalism and Communication,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Married,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,20,No,Graduate
Single,Tourism,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,20,No,Dropout
Single,Social Service Evening Program,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Female,20,No,Graduate
Single,Veterinary Nursing,Secondary education,Secondary education,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Social Service,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Social Service,Secondary education,Specialized higher studies course,Secondary education,Yes,No,Female,21,No,Graduate
Single,Social Service,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,21,No,Dropout
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Facto union,Basic Education,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,27,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Female,20,No,Graduate
Single,Oral Hygiene,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Social Service,Technological specialization course,Secondary education,Secondary education,No,No,Female,20,No,Graduate
Single,Veterinary Nursing,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 1st cycle,Higher education - degree,Yes,No,Female,20,No,Graduate
Single,Management Evening Program,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Female,20,No,Graduate
Single,Social Service,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,19,No,Dropout
Single,Journalism and Communication,Secondary education,Higher education - degree,Higher education - degree,No,No,Female,18,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Other 11th year schooling,Basic education 1st cycle,Yes,No,Female,19,No,Dropout
Married,Communication Design,Secondary education,Basic education 1st cycle,Complementary high school course not concluded,No,No,Male,47,No,Dropout
Single,Management,Secondary education,Unknown education level,Unknown education level,Yes,No,Male,23,No,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,19,Yes,Graduate
Single,Nursing,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Female,20,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Higher education - degree,Yes,No,Female,19,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,19,Yes,Graduate
Single,Veterinary Nursing,Technological specialization course,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Social Service Evening Program,Basic education 3rd cycle,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,39,No,Graduate
Single,Communication Design,Secondary education,Secondary education,Secondary education,Yes,No,Female,20,No,Graduate
Single,Communication Design,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Female,21,No,Graduate
Single,Social Service,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Female,22,Yes,Graduate
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,22,No,Graduate
Single,Basic Education,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Male,18,No,Dropout
Single,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,36,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Higher education - bachelor's degree,Yes,No,Male,20,No,Graduate
Married,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,30,No,Dropout
Single,Agronomy,Secondary education,Secondary education,Secondary education,No,No,Male,24,No,Dropout
Single,Management,Secondary education,Unknown education level,Unknown education level,No,No,Male,26,No,Dropout
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,19,No,Dropout
Facto union,Social Service,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,34,No,Graduate
Single,Management,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Male,19,No,Graduate
Single,Computer Science,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Male,26,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,29,No,Dropout
Single,Computer Science,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Dropout
Single,Management Evening Program,Basic education 3rd cycle,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,29,No,Dropout
Single,Tourism,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,21,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Male,20,No,Graduate
Single,Veterinary Nursing,Secondary education,Higher education - degree,Secondary education,No,No,Male,18,No,Dropout
Single,Management,Secondary education,Secondary education,Secondary education,Yes,No,Male,20,No,Dropout
Single,Computer Science,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,30,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Male,19,No,Graduate
Single,Management,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,30,No,Dropout
Single,Management,Secondary education,Basic education 2nd cycle,Secondary education,Yes,No,Male,22,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,22,No,Graduate
Single,Communication Design,Secondary education,Secondary education,Secondary education,Yes,No,Male,19,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,21,No,Dropout
Single,Veterinary Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Male,21,No,Graduate
Single,Animation and Multimedia Design,Technological specialization course,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,21,No,Dropout
Single,Management,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,27,No,Dropout
Single,Biofuel Production Technologies,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,32,No,Dropout
Single,Advertising and Marketing Management,Other 11th year schooling,Basic education 1st cycle,Secondary education,No,No,Male,40,No,Dropout
Single,Equinculture,Technological specialization course,Higher education - master's degree,Higher education - master's degree,Yes,No,Male,20,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,18,No,Graduate
Single,Management,Secondary education,Secondary education,Basic education 2nd cycle,No,No,Male,21,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,18,No,Dropout
Facto union,Communication Design,Higher education - degree,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,30,No,Dropout
Single,Agronomy,Other 11th year schooling,Basic education 3rd cycle,Secondary education,No,No,Male,29,No,Dropout
Single,Computer Science,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Dropout
Single,Agronomy,Technological specialization course,Secondary education,Secondary education,No,No,Male,22,No,Dropout
Single,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,27,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 2nd cycle,Secondary education,Yes,No,Male,20,No,Graduate
Single,Social Service Evening Program,Higher education - bachelor's degree,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,42,No,Graduate
Single,Agronomy,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Male,21,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 2nd cycle,No,Yes,Male,23,No,Graduate
Single,Communication Design,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,21,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Higher education - master's degree,Higher education - degree,Yes,No,Male,19,No,Graduate
Married,Social Service,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,40,No,Dropout
Single,Management,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Male,22,No,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,19,No,Graduate
Single,Computer Science,Secondary education,Higher education - degree,Secondary education,Yes,No,Male,18,No,Graduate
Single,Computer Science,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,18,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Higher education - degree,Secondary education,No,No,Male,24,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Basic Education,Secondary education,Other 11th year schooling,Secondary education,Yes,No,Female,18,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Higher education - degree,Secondary education,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,19,No,Graduate
Single,Equinculture,Secondary education,Technological specialization course,Higher education - degree,Yes,No,Female,21,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,18,No,Dropout
Single,Communication Design,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Communication Design,Secondary education,Higher education - degree,Secondary education,Yes,No,Female,20,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Single,Nursing,Frequency of higher education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,20,No,Graduate
Single,Veterinary Nursing,Basic education 3rd cycle,Basic education 3rd cycle,Basic education 1st cycle,No,No,Female,26,No,Dropout
Single,Nursing,Secondary education,Higher education - degree,Secondary education,Yes,No,Female,18,No,Dropout
Single,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,58,No,Graduate
Single,Nursing,Secondary education,Secondary education,Higher education - degree,No,No,Female,18,No,Graduate
Single,Management Evening Program,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Female,20,No,Dropout
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,29,No,Graduate
Single,Social Service,Higher education - degree,Secondary education,Secondary education,No,No,Female,27,No,Dropout
Single,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,21,No,Graduate
Single,Social Service,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,20,No,Graduate
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Female,22,No,Graduate
Single,Communication Design,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 1st cycle,Secondary education,Yes,No,Female,19,No,Dropout
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Dropout
Single,Equinculture,Technological specialization course,Secondary education,Basic education 3rd cycle,No,No,Female,19,No,Dropout
Single,Agronomy,Technological specialization course,Secondary education,Secondary education,Yes,No,Female,20,No,Graduate
Single,Social Service,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Veterinary Nursing,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,26,No,Dropout
Single,Social Service,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,29,No,Dropout
Single,Agronomy,Technological specialization course,Higher education - degree,Secondary education,Yes,No,Female,20,No,Graduate
Single,Communication Design,Secondary education,Basic education 3rd cycle,Higher education - bachelor's degree,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Female,18,No,Graduate
Single,Communication Design,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Basic Education,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Social Service Evening Program,Higher education - degree 1st cycle,Basic education 1st cycle,Basic education 3rd cycle,No,No,Female,36,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Secondary education,Secondary education,Yes,No,Male,20,Yes,Dropout
Single,Social Service,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,18,No,Dropout
Single,Social Service,Secondary education,Secondary education,Higher education - doctorate 3rd cycle,Yes,No,Male,20,No,Dropout
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,18,No,Graduate
Single,Equinculture,Technological specialization course,Higher education - degree,Secondary education,Yes,No,Male,20,No,Dropout
Single,Computer Science,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Male,24,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,19,No,Dropout
Single,Computer Science,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,18,No,Dropout
Single,Computer Science,Secondary education,Higher education - master's degree,Basic education 2nd cycle,Yes,No,Male,18,No,Graduate
Single,Tourism,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,18,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Male,22,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,19,No,Graduate
Married,Veterinary Nursing,Other 11th year schooling,Secondary education,Technological specialization course,Yes,No,Female,32,No,Dropout
Single,Basic Education,Secondary education,Unknown education level,Basic education 3rd cycle,Yes,No,Female,21,No,Dropout
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Divorced,Social Service Evening Program,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Female,39,No,Graduate
Single,Social Service Evening Program,11th year of schooling not completed,Unknown education level,Unknown education level,Yes,No,Female,30,No,Graduate
Single,Management,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,18,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,38,No,Dropout
Single,Communication Design,Secondary education,Unknown education level,Basic education 1st cycle,Yes,No,Female,20,No,Graduate
Single,Social Service Evening Program,Basic education 3rd cycle,Unknown education level,Unknown education level,No,No,Female,55,No,Graduate
